,CBSACode,CBSATitle,geo_licode_n,geo_text,metro,mainmatch,matchtype,CSA,CSATitle,cbsa_nearest,cbsa_nearest_name,cbsa_nearest_distance
0,11260,"Anchorage, AK","Anchorage, Alaska Area","Anchorage, Alaska Area",1,1,Main Match,,,,,
1,21820,"Fairbanks, AK","Anchorage, Alaska Area","Anchorage, Alaska Area",1,0,Driving Distance,,,11260.0,"Anchorage, AK",201.42722
2,27940,"Juneau, AK","Anchorage, Alaska Area","Anchorage, Alaska Area",0,0,Driving Distance,,,11260.0,"Anchorage, AK",585.2838
3,13820,"Birmingham-Hoover, AL","Birmingham, Alabama Area","Birmingham, Alabama Area",1,1,Main Match,142.0,"Birmingham-Hoover-Talladega, AL",,,
4,18980,"Cullman, AL","Birmingham, Alabama Area","Birmingham, Alabama Area",0,0,CSA Match,142.0,"Birmingham-Hoover-Talladega, AL",,,
5,45180,"Talladega-Sylacauga, AL","Birmingham, Alabama Area","Birmingham, Alabama Area",0,0,CSA Match,142.0,"Birmingham-Hoover-Talladega, AL",,,
6,19460,"Decatur, AL","Decatur, Alabama Area","Decatur, Alabama Area",1,1,Main Match,290.0,"Huntsville-Decatur-Albertville, AL",,,
7,20020,"Dothan, AL","Dothan, Alabama Area","Dothan, Alabama Area",1,1,Main Match,222.0,"Dothan-Enterprise-Ozark, AL",,,
8,21460,"Enterprise, AL","Dothan, Alabama Area","Dothan, Alabama Area",0,0,CSA Match,222.0,"Dothan-Enterprise-Ozark, AL",,,
9,37120,"Ozark, AL","Dothan, Alabama Area","Dothan, Alabama Area",0,0,CSA Match,222.0,"Dothan-Enterprise-Ozark, AL",,,
10,45980,"Troy, AL","Dothan, Alabama Area","Dothan, Alabama Area",0,0,Driving Distance,,,20020.0,"Dothan, AL",50.539227
11,22520,"Florence-Muscle Shoals, AL","Florence, Alabama Area","Florence, Alabama Area",1,1,Main Match,,,,,
12,18420,"Corinth, MS","Florence, Alabama Area","Florence, Alabama Area",0,0,Driving Distance,,,22520.0,"Florence-Muscle Shoals, AL",60.527145
13,46180,"Tupelo, MS","Florence, Alabama Area","Florence, Alabama Area",0,0,Driving Distance,,,22520.0,"Florence-Muscle Shoals, AL",84.575455
14,23460,"Gadsden, AL","Gadsden, Alabama Area","Gadsden, Alabama Area",1,1,Main Match,,,,,
15,40660,"Rome, GA","Gadsden, Alabama Area","Gadsden, Alabama Area",1,0,Driving Distance,470.0,"Rome-Summerville, GA",23460.0,"Gadsden, AL",58.545593
16,26620,"Huntsville, AL","Huntsville, Alabama Area","Huntsville, Alabama Area",1,1,Main Match,290.0,"Huntsville-Decatur-Albertville, AL",,,
17,10700,"Albertville, AL","Huntsville, Alabama Area","Huntsville, Alabama Area",0,0,Largest MSA within CSA,290.0,"Huntsville-Decatur-Albertville, AL",,,
18,46100,"Tullahoma-Manchester, TN","Huntsville, Alabama Area","Huntsville, Alabama Area",0,0,Driving Distance,,,26620.0,"Huntsville, AL",67.138535
19,11500,"Anniston-Oxford-Jacksonville, AL","Anniston, Alabama Area","Anniston, Alabama Area",1,1,Main Match,,,,,
20,33660,"Mobile, AL","Mobile, Alabama Area","Mobile, Alabama Area",1,1,Main Match,380.0,"Mobile-Daphne-Fairhope, AL",,,
21,19300,"Daphne-Fairhope-Foley, AL","Mobile, Alabama Area","Mobile, Alabama Area",1,0,CSA Match,380.0,"Mobile-Daphne-Fairhope, AL",,,
22,33860,"Montgomery, AL","Montgomery, Alabama Area","Montgomery, Alabama Area",1,1,Main Match,,,,,
23,42820,"Selma, AL","Montgomery, Alabama Area","Montgomery, Alabama Area",0,0,Driving Distance,,,33860.0,"Montgomery, AL",60.97329
24,12220,"Auburn-Opelika, AL","Auburn, Alabama Area","Auburn, Alabama Area",1,1,Main Match,194.0,"Columbus-Auburn-Opelika, GA-AL",,,
25,46220,"Tuscaloosa, AL","Tuscaloosa, Alabama Area","Tuscaloosa, Alabama Area",1,1,Main Match,,,,,
26,18060,"Columbus, MS","Tuscaloosa, Alabama Area","Tuscaloosa, Alabama Area",0,0,Driving Distance,,,46220.0,"Tuscaloosa, AL",59.64915
27,32940,"Meridian, MS","Tuscaloosa, Alabama Area","Tuscaloosa, Alabama Area",0,0,Driving Distance,,,46220.0,"Tuscaloosa, AL",90.29393
28,44260,"Starkville, MS","Tuscaloosa, Alabama Area","Tuscaloosa, Alabama Area",0,0,Driving Distance,,,46220.0,"Tuscaloosa, AL",88.399376
29,22220,"Fayetteville-Springdale-Rogers, AR-MO","Fayetteville, Arkansas Area","Fayetteville, Arkansas Area",1,1,Main Match,,,,,
30,25460,"Harrison, AR","Fayetteville, Arkansas Area","Fayetteville, Arkansas Area",0,0,Driving Distance,,,22220.0,"Fayetteville-Springdale-Rogers, AR-MO",82.26333
31,34260,"Mountain Home, AR","Fayetteville, Arkansas Area","Fayetteville, Arkansas Area",0,0,Driving Distance,,,22220.0,"Fayetteville-Springdale-Rogers, AR-MO",124.1481
32,22900,"Fort Smith, AR-OK","Fort Smith, Arkansas Area","Fort Smith, Arkansas Area",1,1,Main Match,,,,,
33,32540,"McAlester, OK","Fort Smith, Arkansas Area","Fort Smith, Arkansas Area",0,0,Driving Distance,,,22900.0,"Fort Smith, AR-OK",87.390884
34,27860,"Jonesboro, AR","Jonesboro, Arkansas Area","Jonesboro, Arkansas Area",1,1,Main Match,308.0,"Jonesboro-Paragould, AR",,,
35,37500,"Paragould, AR","Jonesboro, Arkansas Area","Jonesboro, Arkansas Area",0,0,CSA Match,308.0,"Jonesboro-Paragould, AR",,,
36,12900,"Batesville, AR","Jonesboro, Arkansas Area","Jonesboro, Arkansas Area",0,0,Driving Distance,,,27860.0,"Jonesboro, AR",69.696724
37,14180,"Blytheville, AR","Jonesboro, Arkansas Area","Jonesboro, Arkansas Area",0,0,Driving Distance,,,27860.0,"Jonesboro, AR",63.52029
38,28380,"Kennett, MO","Jonesboro, Arkansas Area","Jonesboro, Arkansas Area",0,0,Driving Distance,,,27860.0,"Jonesboro, AR",68.00473
39,38740,"Poplar Bluff, MO","Jonesboro, Arkansas Area","Jonesboro, Arkansas Area",0,0,Driving Distance,,,27860.0,"Jonesboro, AR",89.84468
40,30780,"Little Rock-North Little Rock-Conway, AR","Little Rock, Arkansas Area","Little Rock, Arkansas Area",1,1,Main Match,340.0,"Little Rock-North Little Rock, AR",,,
41,42620,"Searcy, AR","Little Rock, Arkansas Area","Little Rock, Arkansas Area",0,0,Largest MSA within CSA,340.0,"Little Rock-North Little Rock, AR",,,
42,26300,"Hot Springs, AR","Little Rock, Arkansas Area","Little Rock, Arkansas Area",1,0,Driving Distance,284.0,"Hot Springs-Malvern, AR",30780.0,"Little Rock-North Little Rock-Conway, AR",59.89832
43,11660,"Arkadelphia, AR","Little Rock, Arkansas Area","Little Rock, Arkansas Area",0,0,Driving Distance,,,30780.0,"Little Rock-North Little Rock-Conway, AR",72.269196
44,31680,"Malvern, AR","Little Rock, Arkansas Area","Little Rock, Arkansas Area",0,0,Driving Distance,284.0,"Hot Springs-Malvern, AR",30780.0,"Little Rock-North Little Rock-Conway, AR",47.816376
45,40780,"Russellville, AR","Little Rock, Arkansas Area","Little Rock, Arkansas Area",0,0,Driving Distance,,,30780.0,"Little Rock-North Little Rock-Conway, AR",79.64239
46,38220,"Pine Bluff, AR","Pine Bluff, Arkansas Area","Pine Bluff, Arkansas Area",1,1,Main Match,340.0,"Little Rock-North Little Rock, AR",,,
47,15780,"Camden, AR","Pine Bluff, Arkansas Area","Pine Bluff, Arkansas Area",0,0,Driving Distance,,,38220.0,"Pine Bluff, AR",71.763405
48,22380,"Flagstaff, AZ","Flagstaff, Arizona Area","Flagstaff, Arizona Area",1,1,Main Match,,,,,
49,43320,"Show Low, AZ","Flagstaff, Arizona Area","Flagstaff, Arizona Area",0,0,Driving Distance,,,22380.0,"Flagstaff, AZ",154.76741
50,38060,"Phoenix-Mesa-Scottsdale, AZ","Phoenix, Arizona Area","Phoenix, Arizona Area",1,1,Main Match,,,,,
51,39140,"Prescott, AZ","Phoenix, Arizona Area","Phoenix, Arizona Area",1,0,Driving Distance,,,38060.0,"Phoenix-Mesa-Scottsdale, AZ",132.62608
52,37740,"Payson, AZ","Phoenix, Arizona Area","Phoenix, Arizona Area",0,0,Driving Distance,,,38060.0,"Phoenix-Mesa-Scottsdale, AZ",129.80382
53,40940,"Safford, AZ","Phoenix, Arizona Area","Phoenix, Arizona Area",0,0,Driving Distance,,,38060.0,"Phoenix-Mesa-Scottsdale, AZ",157.92708
54,46060,"Tucson, AZ","Tucson, Arizona Area","Tucson, Arizona Area",1,1,Main Match,536.0,"Tucson-Nogales, AZ",,,
55,35700,"Nogales, AZ","Tucson, Arizona Area","Tucson, Arizona Area",0,0,CSA Match,536.0,"Tucson-Nogales, AZ",,,
56,43420,"Sierra Vista-Douglas, AZ","Tucson, Arizona Area","Tucson, Arizona Area",1,0,Driving Distance,,,46060.0,"Tucson, AZ",149.32047
57,49740,"Yuma, AZ","Yuma, Arizona Area","Yuma, Arizona Area",1,1,Main Match,,,,,
58,17020,"Chico, CA","Chico, California Area","Chico, California Area",1,1,Main Match,,,,,
59,23420,"Fresno, CA","Fresno, California Area","Fresno, California Area",1,1,Main Match,260.0,"Fresno-Madera, CA",,,
60,31460,"Madera, CA","Fresno, California Area","Fresno, California Area",1,0,CSA Match,260.0,"Fresno-Madera, CA",,,
61,32900,"Merced, CA","Merced, California Area","Merced, California Area",1,1,Main Match,382.0,"Modesto-Merced, CA",,,
62,33700,"Modesto, CA","Modesto, California Area","Modesto, California Area",1,1,Main Match,382.0,"Modesto-Merced, CA",,,
63,43760,"Sonora, CA","Modesto, California Area","Modesto, California Area",0,0,Driving Distance,,,33700.0,"Modesto, CA",94.46333
64,39820,"Redding, CA","Redding, California Area","Redding, California Area",1,1,Main Match,454.0,"Redding-Red Bluff, CA",,,
65,39780,"Red Bluff, CA","Redding, California Area","Redding, California Area",0,0,CSA Match,454.0,"Redding-Red Bluff, CA",,,
66,21700,"Eureka-Arcata-Fortuna, CA","Redding, California Area","Redding, California Area",0,0,Driving Distance,,,39820.0,"Redding, CA",185.40971
67,12540,"Bakersfield, CA","Bakersfield, California Area","Bakersfield, California Area",1,1,Main Match,,,,,
68,41500,"Salinas, CA","Salinas, California Area","Salinas, California Area",1,1,Main Match,,,,,
69,41740,"San Diego-Carlsbad, CA",Greater San Diego Area,Greater San Diego Area,1,1,Main Match,,,,,
70,20940,"El Centro, CA",Greater San Diego Area,Greater San Diego Area,1,0,Driving Distance,,,41740.0,"San Diego-Carlsbad, CA",102.81829
71,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA","San Luis Obispo, California Area","San Luis Obispo, California Area",1,1,Main Match,,,,,
72,42200,"Santa Maria-Santa Barbara, CA","Santa Barbara, California Area","Santa Barbara, California Area",1,1,Main Match,,,,,
73,44700,"Stockton-Lodi, CA","Stockton, California Area","Stockton, California Area",1,1,Main Match,488.0,"San Jose-San Francisco-Oakland, CA",,,
74,40900,"Sacramento--Roseville--Arden-Arcade, CA","Sacramento, California Area","Sacramento, California Area",1,1,Main Match,472.0,"Sacramento-Roseville, CA",,,
75,46020,"Truckee-Grass Valley, CA","Sacramento, California Area","Sacramento, California Area",0,0,Largest MSA within CSA,472.0,"Sacramento-Roseville, CA",,,
76,41860,"San Francisco-Oakland-Hayward, CA",San Francisco Bay Area,San Francisco Bay Area,1,1,Main Match,488.0,"San Jose-San Francisco-Oakland, CA",,,
77,34900,"Napa, CA",San Francisco Bay Area,San Francisco Bay Area,1,0,Largest MSA within CSA,488.0,"San Jose-San Francisco-Oakland, CA",,,
78,41940,"San Jose-Sunnyvale-Santa Clara, CA",San Francisco Bay Area,San Francisco Bay Area,1,0,Largest MSA within CSA,488.0,"San Jose-San Francisco-Oakland, CA",,,
79,42100,"Santa Cruz-Watsonville, CA",San Francisco Bay Area,San Francisco Bay Area,1,0,Largest MSA within CSA,488.0,"San Jose-San Francisco-Oakland, CA",,,
80,42220,"Santa Rosa, CA",San Francisco Bay Area,San Francisco Bay Area,1,0,Largest MSA within CSA,488.0,"San Jose-San Francisco-Oakland, CA",,,
81,46700,"Vallejo-Fairfield, CA",San Francisco Bay Area,San Francisco Bay Area,1,0,Largest MSA within CSA,488.0,"San Jose-San Francisco-Oakland, CA",,,
82,47300,"Visalia-Porterville, CA","Visalia, California Area","Visalia, California Area",1,1,Main Match,546.0,"Visalia-Porterville-Hanford, CA",,,
83,25260,"Hanford-Corcoran, CA","Visalia, California Area","Visalia, California Area",1,0,CSA Match,546.0,"Visalia-Porterville-Hanford, CA",,,
84,49700,"Yuba City, CA","Yuba City, California Area","Yuba City, California Area",1,1,Main Match,472.0,"Sacramento-Roseville, CA",,,
85,17340,"Clearlake, CA","Yuba City, California Area","Yuba City, California Area",0,0,Driving Distance,,,49700.0,"Yuba City, CA",94.250824
86,46380,"Ukiah, CA","Yuba City, California Area","Yuba City, California Area",0,0,Driving Distance,,,49700.0,"Yuba City, CA",142.42883
87,31080,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles/Orange County Combined, California Area","Los Angeles/Orange County Combined, California Area",1,1,Main Match,348.0,"Los Angeles-Long Beach, CA",,,
88,37100,"Oxnard-Thousand Oaks-Ventura, CA","Los Angeles/Orange County Combined, California Area","Los Angeles/Orange County Combined, California Area",1,0,CSA Match,348.0,"Los Angeles-Long Beach, CA",,,
89,40140,"Riverside-San Bernardino-Ontario, CA","Los Angeles/Orange County Combined, California Area","Los Angeles/Orange County Combined, California Area",1,0,CSA Match,348.0,"Los Angeles-Long Beach, CA",,,
90,17820,"Colorado Springs, CO","Colorado Springs, Colorado Area","Colorado Springs, Colorado Area",1,1,Main Match,,,,,
91,22660,"Fort Collins, CO","Fort Collins, Colorado Area","Fort Collins, Colorado Area",1,1,Main Match,,,,,
92,44460,"Steamboat Springs, CO","Fort Collins, Colorado Area","Fort Collins, Colorado Area",0,0,Driving Distance,525.0,"Steamboat Springs-Craig, CO",22660.0,"Fort Collins, CO",133.42517
93,24300,"Grand Junction, CO","Grand Junction, Colorado Area","Grand Junction, Colorado Area",1,1,Main Match,,,,,
94,18780,"Craig, CO","Grand Junction, Colorado Area","Grand Junction, Colorado Area",0,0,Driving Distance,525.0,"Steamboat Springs-Craig, CO",24300.0,"Grand Junction, CO",181.54726
95,20420,"Durango, CO","Grand Junction, Colorado Area","Grand Junction, Colorado Area",0,0,Driving Distance,,,24300.0,"Grand Junction, CO",164.11345
96,24060,"Glenwood Springs, CO","Grand Junction, Colorado Area","Grand Junction, Colorado Area",0,0,Driving Distance,233.0,"Edwards-Glenwood Springs, CO",24300.0,"Grand Junction, CO",71.49932
97,33940,"Montrose, CO","Grand Junction, Colorado Area","Grand Junction, Colorado Area",0,0,Driving Distance,,,24300.0,"Grand Junction, CO",73.45602
98,46860,"Vernal, UT","Grand Junction, Colorado Area","Grand Junction, Colorado Area",0,0,Driving Distance,,,24300.0,"Grand Junction, CO",170.51979
99,19740,"Denver-Aurora-Lakewood, CO",Greater Denver Area,Greater Denver Area,1,1,Main Match,216.0,"Denver-Aurora, CO",,,
100,14500,"Boulder, CO",Greater Denver Area,Greater Denver Area,1,0,CSA Match,216.0,"Denver-Aurora, CO",,,
101,24540,"Greeley, CO",Greater Denver Area,Greater Denver Area,1,0,CSA Match,216.0,"Denver-Aurora, CO",,,
102,14720,"Breckenridge, CO",Greater Denver Area,Greater Denver Area,0,0,Driving Distance,,,19740.0,"Denver-Aurora-Lakewood, CO",86.88385
103,20780,"Edwards, CO",Greater Denver Area,Greater Denver Area,0,0,Driving Distance,233.0,"Edwards-Glenwood Springs, CO",19740.0,"Denver-Aurora-Lakewood, CO",138.07054
104,22820,"Fort Morgan, CO",Greater Denver Area,Greater Denver Area,0,0,Driving Distance,,,19740.0,"Denver-Aurora-Lakewood, CO",107.179695
105,39380,"Pueblo, CO","Pueblo, Colorado Area","Pueblo, Colorado Area",1,1,Main Match,444.0,"Pueblo-Cañon City, CO",,,
106,15860,"Cañon City, CO","Pueblo, Colorado Area","Pueblo, Colorado Area",0,0,CSA Match,444.0,"Pueblo-Cañon City, CO",,,
107,23780,"Garden City, KS","Pueblo, Colorado Area","Pueblo, Colorado Area",0,0,Driving Distance,,,39380.0,"Pueblo, CO",210.39194
108,25540,"Hartford-West Hartford-East Hartford, CT","Hartford, Connecticut Area","Hartford, Connecticut Area",1,1,Main Match,278.0,"Hartford-West Hartford, CT",,,
109,35980,"Norwich-New London, CT","New London/Norwich, Connecticut Area","New London/Norwich, Connecticut Area",1,1,Main Match,278.0,"Hartford-West Hartford, CT",,,
110,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington D.C. Metro Area,Washington D.C. Metro Area,1,1,Main Match,548.0,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",,,
111,15680,"California-Lexington Park, MD",Washington D.C. Metro Area,Washington D.C. Metro Area,1,0,Largest MSA within CSA,548.0,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",,,
112,16540,"Chambersburg-Waynesboro, PA",Washington D.C. Metro Area,Washington D.C. Metro Area,1,0,Largest MSA within CSA,548.0,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",,,
113,25180,"Hagerstown-Martinsburg, MD-WV",Washington D.C. Metro Area,Washington D.C. Metro Area,1,0,Largest MSA within CSA,548.0,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",,,
114,49020,"Winchester, VA-WV",Washington D.C. Metro Area,Washington D.C. Metro Area,1,0,Largest MSA within CSA,548.0,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",,,
115,15700,"Cambridge, MD",Washington D.C. Metro Area,Washington D.C. Metro Area,0,0,Largest MSA within CSA,548.0,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",,,
116,20660,"Easton, MD",Washington D.C. Metro Area,Washington D.C. Metro Area,0,0,Largest MSA within CSA,548.0,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",,,
117,20100,"Dover, DE","Dover, Delaware Area","Dover, Delaware Area",1,1,Main Match,428.0,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",,,
118,41540,"Salisbury, MD-DE","Dover, Delaware Area","Dover, Delaware Area",1,0,Driving Distance,,,20100.0,"Dover, DE",57.427746
119,19660,"Deltona-Daytona Beach-Ormond Beach, FL","Daytona Beach, Florida Area","Daytona Beach, Florida Area",1,1,Main Match,422.0,"Orlando-Deltona-Daytona Beach, FL",,,
120,15980,"Cape Coral-Fort Myers, FL","Fort Myers, Florida Area","Fort Myers, Florida Area",1,1,Main Match,162.0,"Cape Coral-Fort Myers-Naples, FL",,,
121,38940,"Port St. Lucie, FL","Fort Pierce, Florida Area","Fort Pierce, Florida Area",1,1,Main Match,370.0,"Miami-Fort Lauderdale-Port St. Lucie, FL",,,
122,18880,"Crestview-Fort Walton Beach-Destin, FL","Destin/Fort Walton Beach, Florida Area","Destin/Fort Walton Beach, Florida Area",1,1,Main Match,,,,,
123,23540,"Gainesville, FL","Gainesville, Florida Area","Gainesville, Florida Area",1,1,Main Match,264.0,"Gainesville-Lake City, FL",,,
124,29380,"Lake City, FL","Gainesville, Florida Area","Gainesville, Florida Area",0,0,CSA Match,264.0,"Gainesville-Lake City, FL",,,
125,27260,"Jacksonville, FL","Jacksonville, Florida Area","Jacksonville, Florida Area",1,1,Main Match,300.0,"Jacksonville-St. Marys-Palatka, FL-GA",,,
126,37260,"Palatka, FL","Jacksonville, Florida Area","Jacksonville, Florida Area",0,0,CSA Match,300.0,"Jacksonville-St. Marys-Palatka, FL-GA",,,
127,41220,"St. Marys, GA","Jacksonville, Florida Area","Jacksonville, Florida Area",0,0,CSA Match,300.0,"Jacksonville-St. Marys-Palatka, FL-GA",,,
128,48180,"Waycross, GA","Jacksonville, Florida Area","Jacksonville, Florida Area",0,0,Driving Distance,,,27260.0,"Jacksonville, FL",80.7969
129,29460,"Lakeland-Winter Haven, FL","Lakeland, Florida Area","Lakeland, Florida Area",1,1,Main Match,,,,,
130,42700,"Sebring, FL","Lakeland, Florida Area","Lakeland, Florida Area",1,0,Driving Distance,,,29460.0,"Lakeland-Winter Haven, FL",58.308853
131,48100,"Wauchula, FL","Lakeland, Florida Area","Lakeland, Florida Area",0,0,Driving Distance,,,29460.0,"Lakeland-Winter Haven, FL",43.945236
132,37340,"Palm Bay-Melbourne-Titusville, FL","Melbourne, Florida Area","Melbourne, Florida Area",1,1,Main Match,,,,,
133,34940,"Naples-Immokalee-Marco Island, FL","Naples, Florida Area","Naples, Florida Area",1,1,Main Match,162.0,"Cape Coral-Fort Myers-Naples, FL",,,
134,17500,"Clewiston, FL","Naples, Florida Area","Naples, Florida Area",0,0,Driving Distance,,,34940.0,"Naples-Immokalee-Marco Island, FL",46.645714
135,28580,"Key West, FL","Naples, Florida Area","Naples, Florida Area",0,0,Driving Distance,,,34940.0,"Naples-Immokalee-Marco Island, FL",73.46618
136,36100,"Ocala, FL","Ocala, Florida Area","Ocala, Florida Area",1,1,Main Match,,,,,
137,26140,"Homosassa Springs, FL","Ocala, Florida Area","Ocala, Florida Area",1,0,Driving Distance,,,36100.0,"Ocala, FL",45.631016
138,36740,"Orlando-Kissimmee-Sanford, FL","Orlando, Florida Area","Orlando, Florida Area",1,1,Main Match,422.0,"Orlando-Deltona-Daytona Beach, FL",,,
139,45540,"The Villages, FL","Orlando, Florida Area","Orlando, Florida Area",1,0,Largest MSA within CSA,422.0,"Orlando-Deltona-Daytona Beach, FL",,,
140,37460,"Panama City, FL","Panama City, Florida Area","Panama City, Florida Area",1,1,Main Match,,,,,
141,37860,"Pensacola-Ferry Pass-Brent, FL","Pensacola, Florida Area","Pensacola, Florida Area",1,1,Main Match,,,,,
142,39460,"Punta Gorda, FL","Punta Gorda, Florida Area","Punta Gorda, Florida Area",1,1,Main Match,412.0,"North Port-Sarasota, FL",,,
143,35840,"North Port-Sarasota-Bradenton, FL","Sarasota, Florida Area","Sarasota, Florida Area",1,1,Main Match,412.0,"North Port-Sarasota, FL",,,
144,11580,"Arcadia, FL","Sarasota, Florida Area","Sarasota, Florida Area",0,0,Largest MSA within CSA,412.0,"North Port-Sarasota, FL",,,
145,45220,"Tallahassee, FL","Tallahassee, Florida Area","Tallahassee, Florida Area",1,1,Main Match,533.0,"Tallahassee-Bainbridge, FL-GA",,,
146,12460,"Bainbridge, GA","Tallahassee, Florida Area","Tallahassee, Florida Area",0,0,CSA Match,533.0,"Tallahassee-Bainbridge, FL-GA",,,
147,46660,"Valdosta, GA","Tallahassee, Florida Area","Tallahassee, Florida Area",1,0,Driving Distance,,,45220.0,"Tallahassee, FL",79.59703
148,45620,"Thomasville, GA","Tallahassee, Florida Area","Tallahassee, Florida Area",0,0,Driving Distance,,,45220.0,"Tallahassee, FL",43.012558
149,45300,"Tampa-St. Petersburg-Clearwater, FL","Tampa/St. Petersburg, Florida Area","Tampa/St. Petersburg, Florida Area",1,1,Main Match,,,,,
150,33100,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami/Fort Lauderdale/West Palm Beach Combined, Florida Area","Miami/Fort Lauderdale/West Palm Beach Combined, Florida Area",1,1,Main Match,370.0,"Miami-Fort Lauderdale-Port St. Lucie, FL",,,
151,42680,"Sebastian-Vero Beach, FL","Miami/Fort Lauderdale/West Palm Beach Combined, Florida Area","Miami/Fort Lauderdale/West Palm Beach Combined, Florida Area",1,0,Largest MSA within CSA,370.0,"Miami-Fort Lauderdale-Port St. Lucie, FL",,,
152,36380,"Okeechobee, FL","Miami/Fort Lauderdale/West Palm Beach Combined, Florida Area","Miami/Fort Lauderdale/West Palm Beach Combined, Florida Area",0,0,Largest MSA within CSA,370.0,"Miami-Fort Lauderdale-Port St. Lucie, FL",,,
153,10500,"Albany, GA","Albany, Georgia Area","Albany, Georgia Area",1,1,Main Match,,,,,
154,11140,"Americus, GA","Albany, Georgia Area","Albany, Georgia Area",0,0,Driving Distance,,,10500.0,"Albany, GA",38.417515
155,18380,"Cordele, GA","Albany, Georgia Area","Albany, Georgia Area",0,0,Driving Distance,,,10500.0,"Albany, GA",39.12526
156,20060,"Douglas, GA","Albany, Georgia Area","Albany, Georgia Area",0,0,Driving Distance,,,10500.0,"Albany, GA",92.27797
157,22340,"Fitzgerald, GA","Albany, Georgia Area","Albany, Georgia Area",0,0,Driving Distance,,,10500.0,"Albany, GA",67.11927
158,34220,"Moultrie, GA","Albany, Georgia Area","Albany, Georgia Area",0,0,Driving Distance,,,10500.0,"Albany, GA",41.374
159,45700,"Tifton, GA","Albany, Georgia Area","Albany, Georgia Area",0,0,Driving Distance,,,10500.0,"Albany, GA",42.881447
160,17980,"Columbus, GA-AL","Columbus, Georgia Area","Columbus, Georgia Area",1,1,Main Match,194.0,"Columbus-Auburn-Opelika, GA-AL",,,
161,46740,"Valley, AL","Columbus, Georgia Area","Columbus, Georgia Area",0,0,Largest MSA within CSA,194.0,"Columbus-Auburn-Opelika, GA-AL",,,
162,31420,"Macon, GA","Macon, Georgia Area","Macon, Georgia Area",1,1,Main Match,356.0,"Macon-Warner Robins, GA",,,
163,47580,"Warner Robins, GA","Macon, Georgia Area","Macon, Georgia Area",1,0,CSA Match,356.0,"Macon-Warner Robins, GA",,,
164,20140,"Dublin, GA","Macon, Georgia Area","Macon, Georgia Area",0,0,Driving Distance,,,31420.0,"Macon, GA",67.92892
165,33300,"Milledgeville, GA","Macon, Georgia Area","Macon, Georgia Area",0,0,Driving Distance,,,31420.0,"Macon, GA",50.455963
166,12020,"Athens-Clarke County, GA","Athens, Georgia Area","Athens, Georgia Area",1,1,Main Match,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA",,,
167,18460,"Cornelia, GA","Athens, Georgia Area","Athens, Georgia Area",0,0,Driving Distance,,,12020.0,"Athens-Clarke County, GA",61.201954
168,45740,"Toccoa, GA","Athens, Georgia Area","Athens, Georgia Area",0,0,Driving Distance,,,12020.0,"Athens-Clarke County, GA",54.558254
169,12060,"Atlanta-Sandy Springs-Roswell, GA",Greater Atlanta Area,Greater Atlanta Area,1,1,Main Match,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA",,,
170,23580,"Gainesville, GA",Greater Atlanta Area,Greater Atlanta Area,1,0,Largest MSA within CSA,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA",,,
171,15660,"Calhoun, GA",Greater Atlanta Area,Greater Atlanta Area,0,0,Largest MSA within CSA,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA",,,
172,16340,"Cedartown, GA",Greater Atlanta Area,Greater Atlanta Area,0,0,Largest MSA within CSA,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA",,,
173,27600,"Jefferson, GA",Greater Atlanta Area,Greater Atlanta Area,0,0,Largest MSA within CSA,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA",,,
174,29300,"LaGrange, GA",Greater Atlanta Area,Greater Atlanta Area,0,0,Largest MSA within CSA,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA",,,
175,45580,"Thomaston, GA",Greater Atlanta Area,Greater Atlanta Area,0,0,Largest MSA within CSA,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA",,,
176,12260,"Augusta-Richmond County, GA-SC","Augusta, Georgia Area","Augusta, Georgia Area",1,1,Main Match,,,,,
177,42340,"Savannah, GA","Savannah, Georgia Area","Savannah, Georgia Area",1,1,Main Match,496.0,"Savannah-Hinesville-Statesboro, GA",,,
178,25980,"Hinesville, GA","Savannah, Georgia Area","Savannah, Georgia Area",1,0,CSA Match,496.0,"Savannah-Hinesville-Statesboro, GA",,,
179,44340,"Statesboro, GA","Savannah, Georgia Area","Savannah, Georgia Area",0,0,CSA Match,496.0,"Savannah-Hinesville-Statesboro, GA",,,
