,CBSACode,CBSATitle,geo_licode_n,geo_text,metro,mainmatch,matchtype,CSA,CSATitle,cbsa_nearest,cbsa_nearest_name,cbsa_nearest_distance
792,11380,"Andrews, TX","Odessa/Midland, Texas Area","Odessa/Midland, Texas Area",0,0,Driving Distance,,,36220.0,"Odessa, TX",45.360096
793,13700,"Big Spring, TX","Odessa/Midland, Texas Area","Odessa/Midland, Texas Area",0,0,Driving Distance,,,33260.0,"Midland, TX",52.46175
794,26020,"Hobbs, NM","Odessa/Midland, Texas Area","Odessa/Midland, Texas Area",0,0,Driving Distance,,,36220.0,"Odessa, TX",109.02517
795,37780,"Pecos, TX","Odessa/Midland, Texas Area","Odessa/Midland, Texas Area",0,0,Driving Distance,,,36220.0,"Odessa, TX",89.73035
796,12420,"Austin-Round Rock, TX","Austin, Texas Area","Austin, Texas Area",1,1,Main Match,,,,,
797,41660,"San Angelo, TX","San Angelo, Texas Area","San Angelo, Texas Area",1,1,Main Match,,,,,
798,19620,"Del Rio, TX","San Angelo, Texas Area","San Angelo, Texas Area",0,0,Driving Distance,,,41660.0,"San Angelo, TX",131.84627
799,41700,"San Antonio-New Braunfels, TX","San Antonio, Texas Area","San Antonio, Texas Area",1,1,Main Match,,,,,
800,23240,"Fredericksburg, TX","San Antonio, Texas Area","San Antonio, Texas Area",0,0,Driving Distance,,,41700.0,"San Antonio-New Braunfels, TX",82.96859
801,28500,"Kerrville, TX","San Antonio, Texas Area","San Antonio, Texas Area",0,0,Driving Distance,,,41700.0,"San Antonio-New Braunfels, TX",85.34347
802,46620,"Uvalde, TX","San Antonio, Texas Area","San Antonio, Texas Area",0,0,Driving Distance,,,41700.0,"San Antonio-New Braunfels, TX",86.93729
803,43300,"Sherman-Denison, TX","Sherman/Denison, Texas Area","Sherman/Denison, Texas Area",1,1,Main Match,206.0,"Dallas-Fort Worth, TX-OK",,,
804,11620,"Ardmore, OK","Sherman/Denison, Texas Area","Sherman/Denison, Texas Area",0,0,Driving Distance,,,43300.0,"Sherman-Denison, TX",79.71571
805,37580,"Paris, TX","Sherman/Denison, Texas Area","Sherman/Denison, Texas Area",0,0,Driving Distance,,,43300.0,"Sherman-Denison, TX",69.53641
806,13140,"Beaumont-Port Arthur, TX","Beaumont/Port Arthur, Texas Area","Beaumont/Port Arthur, Texas Area",1,1,Main Match,,,,,
807,45500,"Texarkana, TX-AR","Texarkana, Texas Area","Texarkana, Texas Area",1,1,Main Match,,,,,
808,31620,"Magnolia, AR","Texarkana, Texas Area","Texarkana, Texas Area",0,0,Driving Distance,,,45500.0,"Texarkana, TX-AR",72.186554
809,34420,"Mount Pleasant, TX","Texarkana, Texas Area","Texarkana, Texas Area",0,0,Driving Distance,,,45500.0,"Texarkana, TX-AR",51.61047
810,46340,"Tyler, TX","Tyler, Texas Area","Tyler, Texas Area",1,1,Main Match,540.0,"Tyler-Jacksonville, TX",,,
811,27380,"Jacksonville, TX","Tyler, Texas Area","Tyler, Texas Area",0,0,CSA Match,540.0,"Tyler-Jacksonville, TX",,,
812,37300,"Palestine, TX","Tyler, Texas Area","Tyler, Texas Area",0,0,Driving Distance,,,46340.0,"Tyler, TX",51.896923
813,47020,"Victoria, TX","Victoria, Texas Area","Victoria, Texas Area",1,1,Main Match,544.0,"Victoria-Port Lavaca, TX",,,
814,38920,"Port Lavaca, TX","Victoria, Texas Area","Victoria, Texas Area",0,0,CSA Match,544.0,"Victoria-Port Lavaca, TX",,,
815,13300,"Beeville, TX","Victoria, Texas Area","Victoria, Texas Area",0,0,Driving Distance,,,47020.0,"Victoria, TX",45.42907
816,47380,"Waco, TX","Waco, Texas Area","Waco, Texas Area",1,1,Main Match,,,,,
817,48660,"Wichita Falls, TX","Wichita Falls, Texas Area","Wichita Falls, Texas Area",1,1,Main Match,,,,,
818,46900,"Vernon, TX","Wichita Falls, Texas Area","Wichita Falls, Texas Area",0,0,Driving Distance,,,48660.0,"Wichita Falls, TX",63.72286
819,39340,"Provo-Orem, UT","Provo, Utah Area","Provo, Utah Area",1,1,Main Match,482.0,"Salt Lake City-Provo-Orem, UT",,,
820,21740,"Evanston, WY","Provo, Utah Area","Provo, Utah Area",0,0,Driving Distance,,,39340.0,"Provo-Orem, UT",182.78131
821,39220,"Price, UT","Provo, Utah Area","Provo, Utah Area",0,0,Driving Distance,,,39340.0,"Provo-Orem, UT",137.00302
822,41620,"Salt Lake City, UT",Greater Salt Lake City Area,Greater Salt Lake City Area,1,1,Main Match,482.0,"Salt Lake City-Provo-Orem, UT",,,
823,36260,"Ogden-Clearfield, UT",Greater Salt Lake City Area,Greater Salt Lake City Area,1,0,Largest MSA within CSA,482.0,"Salt Lake City-Provo-Orem, UT",,,
824,25720,"Heber, UT",Greater Salt Lake City Area,Greater Salt Lake City Area,0,0,Largest MSA within CSA,482.0,"Salt Lake City-Provo-Orem, UT",,,
825,44920,"Summit Park, UT",Greater Salt Lake City Area,Greater Salt Lake City Area,0,0,Largest MSA within CSA,482.0,"Salt Lake City-Provo-Orem, UT",,,
826,21220,"Elko, NV",Greater Salt Lake City Area,Greater Salt Lake City Area,0,0,Driving Distance,,,41620.0,"Salt Lake City, UT",169.80397
827,16820,"Charlottesville, VA","Charlottesville, Virginia Area","Charlottesville, Virginia Area",1,1,Main Match,,,,,
828,25500,"Harrisonburg, VA","Charlottesville, Virginia Area","Charlottesville, Virginia Area",1,0,Driving Distance,277.0,"Harrisonburg-Staunton-Waynesboro, VA",16820.0,"Charlottesville, VA",78.49471
829,44420,"Staunton-Waynesboro, VA","Charlottesville, Virginia Area","Charlottesville, Virginia Area",1,0,Driving Distance,277.0,"Harrisonburg-Staunton-Waynesboro, VA",16820.0,"Charlottesville, VA",56.55037
830,19260,"Danville, VA","Danville, Virginia Area","Danville, Virginia Area",0,1,Main Match,,,,,
831,32300,"Martinsville, VA","Danville, Virginia Area","Danville, Virginia Area",0,0,Driving Distance,,,19260.0,"Danville, VA",33.523598
832,31340,"Lynchburg, VA","Lynchburg, Virginia Area","Lynchburg, Virginia Area",1,1,Main Match,,,,,
833,47260,"Virginia Beach-Norfolk-Newport News, VA-NC","Norfolk, Virginia Area","Norfolk, Virginia Area",1,1,Main Match,545.0,"Virginia Beach-Norfolk, VA-NC",,,
834,21020,"Elizabeth City, NC","Norfolk, Virginia Area","Norfolk, Virginia Area",0,0,CSA Match,545.0,"Virginia Beach-Norfolk, VA-NC",,,
835,28620,"Kill Devil Hills, NC","Norfolk, Virginia Area","Norfolk, Virginia Area",0,0,CSA Match,545.0,"Virginia Beach-Norfolk, VA-NC",,,
836,40060,"Richmond, VA","Richmond, Virginia Area","Richmond, Virginia Area",1,1,Main Match,,,,,
837,40220,"Roanoke, VA","Roanoke, Virginia Area","Roanoke, Virginia Area",1,1,Main Match,,,,,
838,13980,"Blacksburg-Christiansburg-Radford, VA","Roanoke, Virginia Area","Roanoke, Virginia Area",1,0,Driving Distance,,,40220.0,"Roanoke, VA",42.939236
839,15540,"Burlington-South Burlington, VT","Burlington, Vermont Area","Burlington, Vermont Area",1,1,Main Match,,,,,
840,12740,"Barre, VT","Burlington, Vermont Area","Burlington, Vermont Area",0,0,Driving Distance,,,15540.0,"Burlington-South Burlington, VT",57.363125
841,31660,"Malone, NY","Burlington, Vermont Area","Burlington, Vermont Area",0,0,Driving Distance,,,15540.0,"Burlington-South Burlington, VT",107.500946
842,38460,"Plattsburgh, NY","Burlington, Vermont Area","Burlington, Vermont Area",0,0,Driving Distance,,,15540.0,"Burlington-South Burlington, VT",66.948395
843,28420,"Kennewick-Richland, WA","Richland/Kennewick/Pasco, Washington Area","Richland/Kennewick/Pasco, Washington Area",1,1,Main Match,,,,,
844,30300,"Lewiston, ID-WA","Richland/Kennewick/Pasco, Washington Area","Richland/Kennewick/Pasco, Washington Area",1,0,Driving Distance,,,28420.0,"Kennewick-Richland, WA",157.4766
845,47460,"Walla Walla, WA","Richland/Kennewick/Pasco, Washington Area","Richland/Kennewick/Pasco, Washington Area",1,0,Driving Distance,,,28420.0,"Kennewick-Richland, WA",66.14621
846,25840,"Hermiston-Pendleton, OR","Richland/Kennewick/Pasco, Washington Area","Richland/Kennewick/Pasco, Washington Area",0,0,Driving Distance,,,28420.0,"Kennewick-Richland, WA",112.37374
847,29260,"La Grande, OR","Richland/Kennewick/Pasco, Washington Area","Richland/Kennewick/Pasco, Washington Area",0,0,Driving Distance,,,28420.0,"Kennewick-Richland, WA",141.50113
848,34180,"Moses Lake, WA","Richland/Kennewick/Pasco, Washington Area","Richland/Kennewick/Pasco, Washington Area",0,0,Driving Distance,393.0,"Moses Lake-Othello, WA",28420.0,"Kennewick-Richland, WA",92.497314
849,36830,"Othello, WA","Richland/Kennewick/Pasco, Washington Area","Richland/Kennewick/Pasco, Washington Area",0,0,Driving Distance,393.0,"Moses Lake-Othello, WA",28420.0,"Kennewick-Richland, WA",76.04403
850,44060,"Spokane-Spokane Valley, WA","Spokane, Washington Area","Spokane, Washington Area",1,1,Main Match,518.0,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID",,,
851,17660,"Coeur d'Alene, ID","Spokane, Washington Area","Spokane, Washington Area",1,0,CSA Match,518.0,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID",,,
852,34140,"Moscow, ID","Spokane, Washington Area","Spokane, Washington Area",0,0,Driving Distance,446.0,"Pullman-Moscow, WA-ID",44060.0,"Spokane-Spokane Valley, WA",141.24388
853,39420,"Pullman, WA","Spokane, Washington Area","Spokane, Washington Area",0,0,Driving Distance,446.0,"Pullman-Moscow, WA-ID",44060.0,"Spokane-Spokane Valley, WA",113.58168
854,41760,"Sandpoint, ID","Spokane, Washington Area","Spokane, Washington Area",0,0,Driving Distance,,,44060.0,"Spokane-Spokane Valley, WA",80.7155
855,13380,"Bellingham, WA","Bellingham, Washington Area","Bellingham, Washington Area",1,1,Main Match,,,,,
856,28540,"Ketchikan, AK","Bellingham, Washington Area","Bellingham, Washington Area",0,0,Driving Distance,,,13380.0,"Bellingham, WA",602.25256
857,42660,"Seattle-Tacoma-Bellevue, WA",Greater Seattle Area,Greater Seattle Area,1,1,Main Match,500.0,"Seattle-Tacoma, WA",,,
858,14740,"Bremerton-Silverdale, WA",Greater Seattle Area,Greater Seattle Area,1,0,CSA Match,500.0,"Seattle-Tacoma, WA",,,
859,34580,"Mount Vernon-Anacortes, WA",Greater Seattle Area,Greater Seattle Area,1,0,CSA Match,500.0,"Seattle-Tacoma, WA",,,
860,36500,"Olympia-Tumwater, WA",Greater Seattle Area,Greater Seattle Area,1,0,CSA Match,500.0,"Seattle-Tacoma, WA",,,
861,16500,"Centralia, WA",Greater Seattle Area,Greater Seattle Area,0,0,CSA Match,500.0,"Seattle-Tacoma, WA",,,
862,36020,"Oak Harbor, WA",Greater Seattle Area,Greater Seattle Area,0,0,CSA Match,500.0,"Seattle-Tacoma, WA",,,
863,43220,"Shelton, WA",Greater Seattle Area,Greater Seattle Area,0,0,CSA Match,500.0,"Seattle-Tacoma, WA",,,
864,48300,"Wenatchee, WA",Greater Seattle Area,Greater Seattle Area,1,0,Driving Distance,,,42660.0,"Seattle-Tacoma-Bellevue, WA",158.32663
865,10140,"Aberdeen, WA",Greater Seattle Area,Greater Seattle Area,0,0,Driving Distance,,,42660.0,"Seattle-Tacoma-Bellevue, WA",141.99265
866,38820,"Port Angeles, WA",Greater Seattle Area,Greater Seattle Area,0,0,Driving Distance,,,42660.0,"Seattle-Tacoma-Bellevue, WA",177.27098
867,49420,"Yakima, WA","Yakima, Washington Area","Yakima, Washington Area",1,1,Main Match,,,,,
868,21260,"Ellensburg, WA","Yakima, Washington Area","Yakima, Washington Area",0,0,Driving Distance,,,49420.0,"Yakima, WA",78.23995
869,20740,"Eau Claire, WI","Eau Claire, Wisconsin Area","Eau Claire, Wisconsin Area",1,1,Main Match,232.0,"Eau Claire-Menomonie, WI",,,
870,32860,"Menomonie, WI","Eau Claire, Wisconsin Area","Eau Claire, Wisconsin Area",0,0,CSA Match,232.0,"Eau Claire-Menomonie, WI",,,
871,24580,"Green Bay, WI","Green Bay, Wisconsin Area","Green Bay, Wisconsin Area",1,1,Main Match,267.0,"Green Bay-Shawano, WI",,,
872,43020,"Shawano, WI","Green Bay, Wisconsin Area","Green Bay, Wisconsin Area",0,0,CSA Match,267.0,"Green Bay-Shawano, WI",,,
873,21540,"Escanaba, MI","Green Bay, Wisconsin Area","Green Bay, Wisconsin Area",0,0,Driving Distance,,,24580.0,"Green Bay, WI",157.88855
874,27020,"Iron Mountain, MI-WI","Green Bay, Wisconsin Area","Green Bay, Wisconsin Area",0,0,Driving Distance,,,24580.0,"Green Bay, WI",129.76282
875,31940,"Marinette, WI-MI","Green Bay, Wisconsin Area","Green Bay, Wisconsin Area",0,0,Driving Distance,,,24580.0,"Green Bay, WI",104.49848
876,32100,"Marquette, MI","Green Bay, Wisconsin Area","Green Bay, Wisconsin Area",0,0,Driving Distance,,,24580.0,"Green Bay, WI",208.45512
877,27500,"Janesville-Beloit, WI","Janesville/Beloit, Wisconsin Area","Janesville/Beloit, Wisconsin Area",1,1,Main Match,357.0,"Madison-Janesville-Beloit, WI",,,
878,29100,"La Crosse-Onalaska, WI-MN","La Crosse, Wisconsin Area","La Crosse, Wisconsin Area",1,1,Main Match,,,,,
879,36780,"Oshkosh-Neenah, WI","Oshkosh, Wisconsin Area","Oshkosh, Wisconsin Area",1,1,Main Match,118.0,"Appleton-Oshkosh-Neenah, WI",,,
880,11540,"Appleton, WI","Oshkosh, Wisconsin Area","Oshkosh, Wisconsin Area",1,0,CSA Match,118.0,"Appleton-Oshkosh-Neenah, WI",,,
881,22540,"Fond du Lac, WI","Oshkosh, Wisconsin Area","Oshkosh, Wisconsin Area",1,0,Driving Distance,,,36780.0,"Oshkosh-Neenah, WI",27.542278
882,31540,"Madison, WI","Madison, Wisconsin Area","Madison, Wisconsin Area",1,1,Main Match,357.0,"Madison-Janesville-Beloit, WI",,,
883,12660,"Baraboo, WI","Madison, Wisconsin Area","Madison, Wisconsin Area",0,0,Largest MSA within CSA,357.0,"Madison-Janesville-Beloit, WI",,,
884,33340,"Milwaukee-Waukesha-West Allis, WI",Greater Milwaukee Area,Greater Milwaukee Area,1,1,Main Match,376.0,"Milwaukee-Racine-Waukesha, WI",,,
885,39540,"Racine, WI",Greater Milwaukee Area,Greater Milwaukee Area,1,0,CSA Match,376.0,"Milwaukee-Racine-Waukesha, WI",,,
886,13180,"Beaver Dam, WI",Greater Milwaukee Area,Greater Milwaukee Area,0,0,CSA Match,376.0,"Milwaukee-Racine-Waukesha, WI",,,
887,48020,"Watertown-Fort Atkinson, WI",Greater Milwaukee Area,Greater Milwaukee Area,0,0,CSA Match,376.0,"Milwaukee-Racine-Waukesha, WI",,,
888,48580,"Whitewater-Elkhorn, WI",Greater Milwaukee Area,Greater Milwaukee Area,0,0,CSA Match,376.0,"Milwaukee-Racine-Waukesha, WI",,,
889,43100,"Sheboygan, WI","Sheboygan, Wisconsin Area","Sheboygan, Wisconsin Area",1,1,Main Match,,,,,
890,31820,"Manitowoc, WI","Sheboygan, Wisconsin Area","Sheboygan, Wisconsin Area",0,0,Driving Distance,,,43100.0,"Sheboygan, WI",45.38122
891,48140,"Wausau, WI","Wausau, Wisconsin Area","Wausau, Wisconsin Area",1,1,Main Match,554.0,"Wausau-Stevens Point-Wisconsin Rapids, WI",,,
892,32980,"Merrill, WI","Wausau, Wisconsin Area","Wausau, Wisconsin Area",0,0,CSA Match,554.0,"Wausau-Stevens Point-Wisconsin Rapids, WI",,,
893,44620,"Stevens Point, WI","Wausau, Wisconsin Area","Wausau, Wisconsin Area",0,0,CSA Match,554.0,"Wausau-Stevens Point-Wisconsin Rapids, WI",,,
894,49220,"Wisconsin Rapids-Marshfield, WI","Wausau, Wisconsin Area","Wausau, Wisconsin Area",0,0,CSA Match,554.0,"Wausau-Stevens Point-Wisconsin Rapids, WI",,,
895,16620,"Charleston, WV","Charleston, West Virginia Area","Charleston, West Virginia Area",1,1,Main Match,170.0,"Charleston-Huntington-Ashland, WV-OH-KY",,,
896,13220,"Beckley, WV","Charleston, West Virginia Area","Charleston, West Virginia Area",1,0,Driving Distance,,,16620.0,"Charleston, WV",44.38765
897,14140,"Bluefield, WV-VA","Charleston, West Virginia Area","Charleston, West Virginia Area",0,0,Driving Distance,,,16620.0,"Charleston, WV",104.9819
898,26580,"Huntington-Ashland, WV-KY-OH","Huntington, West Virginia Area","Huntington, West Virginia Area",1,1,Main Match,170.0,"Charleston-Huntington-Ashland, WV-OH-KY",,,
899,30880,"Logan, WV","Huntington, West Virginia Area","Huntington, West Virginia Area",0,0,Largest MSA within CSA,170.0,"Charleston-Huntington-Ashland, WV-OH-KY",,,
900,39020,"Portsmouth, OH","Huntington, West Virginia Area","Huntington, West Virginia Area",0,0,Largest MSA within CSA,170.0,"Charleston-Huntington-Ashland, WV-OH-KY",,,
901,27160,"Jackson, OH","Huntington, West Virginia Area","Huntington, West Virginia Area",0,0,Driving Distance,,,26580.0,"Huntington-Ashland, WV-KY-OH",64.66424
902,38580,"Point Pleasant, WV-OH","Huntington, West Virginia Area","Huntington, West Virginia Area",0,0,Driving Distance,,,26580.0,"Huntington-Ashland, WV-KY-OH",42.338367
903,37620,"Parkersburg-Vienna, WV","Parkersburg, West Virginia Area","Parkersburg, West Virginia Area",1,1,Main Match,425.0,"Parkersburg-Marietta-Vienna, WV-OH",,,
904,31930,"Marietta, OH","Parkersburg, West Virginia Area","Parkersburg, West Virginia Area",0,0,CSA Match,425.0,"Parkersburg-Marietta-Vienna, WV-OH",,,
905,11900,"Athens, OH","Parkersburg, West Virginia Area","Parkersburg, West Virginia Area",0,0,Driving Distance,,,37620.0,"Parkersburg-Vienna, WV",48.181744
906,17220,"Clarksburg, WV","Parkersburg, West Virginia Area","Parkersburg, West Virginia Area",0,0,Driving Distance,,,37620.0,"Parkersburg-Vienna, WV",76.572815
907,48540,"Wheeling, WV-OH","Wheeling, West Virginia Area","Wheeling, West Virginia Area",1,1,Main Match,,,,,
908,21900,"Fairmont, WV","Wheeling, West Virginia Area","Wheeling, West Virginia Area",0,0,Driving Distance,390.0,"Morgantown-Fairmont, WV",48540.0,"Wheeling, WV-OH",69.37423
909,16220,"Casper, WY","Casper, Wyoming Area","Casper, Wyoming Area",1,1,Main Match,,,,,
910,23940,"Gillette, WY","Casper, Wyoming Area","Casper, Wyoming Area",0,0,Driving Distance,,,16220.0,"Casper, WY",150.76764
911,40180,"Riverton, WY","Casper, Wyoming Area","Casper, Wyoming Area",0,0,Driving Distance,,,16220.0,"Casper, WY",122.54248
912,40540,"Rock Springs, WY","Casper, Wyoming Area","Casper, Wyoming Area",0,0,Driving Distance,,,16220.0,"Casper, WY",236.86298
913,16940,"Cheyenne, WY","Cheyenne, Wyoming Area","Cheyenne, Wyoming Area",1,1,Main Match,,,,,
914,29660,"Laramie, WY","Cheyenne, Wyoming Area","Cheyenne, Wyoming Area",0,0,Driving Distance,,,16940.0,"Cheyenne, WY",99.01798
915,42420,"Scottsbluff, NE","Cheyenne, Wyoming Area","Cheyenne, Wyoming Area",0,0,Driving Distance,,,16940.0,"Cheyenne, WY",106.120255
916,44540,"Sterling, CO","Cheyenne, Wyoming Area","Cheyenne, Wyoming Area",0,0,Driving Distance,,,16940.0,"Cheyenne, WY",141.51543
